Date/Time,Temprature C,Humidity %,Pressure kpa,Wind Speed_km/h,Visibility_km,Weather
4/3/2012 21:00,7.1,33,100.36,7,25,Mostly Cloudy
4/3/2012 22:00,6.9,32,100.34,11,25,Cloudy
4/3/2012 23:00,6.9,31,100.29,11,25,Cloudy
4/4/2012 0:00,6,35,100.22,9,25,Mostly Cloudy
4/4/2012 1:00,5.6,35,100.2,4,25,Cloudy
4/4/2012 2:00,6,36,100.15,9,25,Mostly Cloudy
4/4/2012 3:00,5.4,50,100.05,11,25,Mostly Cloudy
4/4/2012 4:00,5.2,53,100.01,7,25,Mostly Cloudy
4/4/2012 5:00,4.6,59,99.94,9,24.1,Mostly Cloudy
4/4/2012 6:00,4.2,59,99.89,11,48.3,Mostly Cloudy
4/4/2012 7:00,4.8,52,99.85,17,48.3,Mostly Cloudy
4/4/2012 8:00,5.5,44,99.83,20,48.3,Mostly Cloudy
4/4/2012 9:00,6.5,39,99.83,28,48.3,Mostly Cloudy
4/4/2012 10:00,8.7,41,99.78,30,48.3,Mainly Clear
4/4/2012 11:00,9.3,43,99.75,28,48.3,Mainly Clear
4/4/2012 12:00,8.9,43,99.71,24,48.3,Mostly Cloudy
4/4/2012 13:00,8.7,42,99.71,33,24.1,Cloudy
4/4/2012 14:00,8.5,43,99.72,26,24.1,Cloudy
4/4/2012 15:00,8,45,99.75,26,24.1,Cloudy
4/4/2012 16:00,8.3,45,99.75,20,24.1,Cloudy
4/4/2012 17:00,8.1,40,99.81,26,24.1,Mostly Cloudy
4/4/2012 18:00,7.6,42,99.87,22,24.1,Mostly Cloudy
4/4/2012 19:00,6.5,48,99.98,19,24.1,Mainly Clear
4/4/2012 20:00,6,49,100.07,19,25,Mostly Cloudy
4/4/2012 21:00,4.9,51,100.13,19,25,Mostly Cloudy
4/4/2012 22:00,3.7,55,100.2,19,25,Mostly Cloudy
4/4/2012 23:00,3.6,55,100.24,19,25,Mostly Cloudy
4/5/2012 0:00,3.2,55,100.34,15,25,Mostly Cloudy
4/5/2012 1:00,2.3,55,100.37,17,25,Mainly Clear
4/5/2012 2:00,2.3,55,100.4,11,25,Mostly Cloudy
4/5/2012 3:00,1.9,62,100.41,13,25,Mostly Cloudy
4/5/2012 4:00,1.5,61,100.47,17,25,Mostly Cloudy
4/5/2012 5:00,1.5,54,100.51,17,25,Mostly Cloudy
4/5/2012 6:00,1.5,52,100.6,19,24.1,Cloudy
4/5/2012 7:00,2.3,51,100.68,19,24.1,Mostly Cloudy
4/5/2012 8:00,2.7,51,100.72,20,24.1,Mostly Cloudy
4/5/2012 9:00,3.9,48,100.76,22,24.1,Mostly Cloudy
4/5/2012 10:00,4.5,41,100.76,17,24.1,Mostly Cloudy
4/5/2012 11:00,4.8,42,100.77,26,24.1,Mostly Cloudy
4/5/2012 12:00,5.2,42,100.74,22,24.1,Mostly Cloudy
4/5/2012 13:00,6.6,42,100.73,22,24.1,Mostly Cloudy
4/5/2012 14:00,6.7,39,100.7,20,24.1,Mainly Clear
4/5/2012 15:00,7.6,38,100.67,19,24.1,Mainly Clear
4/5/2012 16:00,8.9,35,100.65,24,48.3,Mainly Clear
4/5/2012 17:00,7.7,35,100.7,24,48.3,Mainly Clear
4/5/2012 18:00,6.6,37,100.75,20,48.3,Mostly Cloudy
4/5/2012 19:00,5.6,38,100.82,26,25,Mostly Cloudy
4/5/2012 20:00,5.3,38,100.87,19,25,Mostly Cloudy
4/5/2012 21:00,4.9,40,100.88,19,25,Mostly Cloudy
4/5/2012 22:00,4.4,42,100.89,22,25,Mostly Cloudy
4/5/2012 23:00,3.5,43,100.93,19,25,Mostly Cloudy
4/6/2012 0:00,3,44,100.97,22,25,Mostly Cloudy
4/6/2012 1:00,2.8,43,100.98,17,25,Mostly Cloudy
4/6/2012 2:00,2.3,46,101.04,22,25,Cloudy
4/6/2012 3:00,1.5,48,101.09,19,25,Cloudy
4/6/2012 4:00,1.1,49,101.13,17,25,Mostly Cloudy
4/6/2012 5:00,-0.1,52,101.17,15,24.1,Mostly Cloudy
4/6/2012 6:00,-0.5,51,101.23,15,48.3,Mainly Clear
4/6/2012 7:00,0.4,50,101.3,15,48.3,Clear
4/6/2012 8:00,1.1,48,101.34,19,48.3,Clear
4/6/2012 9:00,2.1,46,101.37,17,48.3,Clear
4/6/2012 10:00,3.9,42,101.35,6,48.3,Mainly Clear
4/6/2012 11:00,5.7,37,101.32,19,48.3,Clear
4/6/2012 12:00,6.6,34,101.24,20,48.3,Mainly Clear
4/6/2012 13:00,7.6,33,101.18,15,48.3,Clear
4/6/2012 14:00,8.6,29,101.13,9,48.3,Mainly Clear
4/6/2012 15:00,9.3,28,101.1,19,48.3,Mainly Clear
4/6/2012 16:00,8.5,27,101.08,28,48.3,Mostly Cloudy
4/6/2012 17:00,7.7,25,101.11,32,48.3,Mostly Cloudy
4/6/2012 18:00,7.3,25,101.16,19,25,Mostly Cloudy
4/6/2012 19:00,7.3,24,101.21,13,25,Mostly Cloudy
4/6/2012 20:00,6.7,28,101.24,11,25,Mostly Cloudy
4/6/2012 21:00,6.7,28,101.24,9,25,Cloudy
4/6/2012 22:00,6.8,27,101.26,11,25,Cloudy
4/6/2012 23:00,6.1,31,101.27,11,25,Cloudy
4/7/2012 0:00,5.6,32,101.28,11,25,Cloudy
4/7/2012 1:00,5.5,30,101.29,17,25,Mostly Cloudy
4/7/2012 2:00,3.1,37,101.3,7,25,Mostly Cloudy
4/7/2012 3:00,2.4,39,101.32,11,25,Mainly Clear
4/7/2012 4:00,2.5,39,101.35,11,25,Mostly Cloudy
4/7/2012 5:00,0.2,45,101.39,7,25,Mainly Clear
4/7/2012 6:00,1.5,44,101.46,9,48.3,Mostly Cloudy
4/7/2012 7:00,2.4,39,101.5,11,48.3,Mainly Clear
4/7/2012 8:00,4.5,36,101.51,11,48.3,Mostly Cloudy
4/7/2012 9:00,4.5,35,101.52,11,48.3,Mostly Cloudy
4/7/2012 10:00,5.7,35,101.54,17,48.3,Mostly Cloudy
4/7/2012 11:00,6,33,101.51,13,48.3,Mostly Cloudy
4/7/2012 12:00,6.6,34,101.47,11,48.3,Mostly Cloudy
4/7/2012 13:00,6.8,34,101.44,9,48.3,Mostly Cloudy
4/7/2012 14:00,7.8,32,101.39,9,48.3,Cloudy
4/7/2012 15:00,8,35,101.36,7,48.3,Mostly Cloudy
4/7/2012 16:00,8.4,34,101.34,4,24.1,Mostly Cloudy
4/7/2012 17:00,8.4,35,101.35,9,24.1,Mostly Cloudy
4/7/2012 18:00,8,36,101.35,7,25,Mostly Cloudy
4/7/2012 19:00,8,39,101.37,13,25,Mostly Cloudy
4/7/2012 20:00,7.7,39,101.43,15,25,Cloudy
4/7/2012 21:00,7.5,40,101.41,17,25,Mostly Cloudy
4/7/2012 22:00,6.2,44,101.36,15,25,Mostly Cloudy
4/7/2012 23:00,5.9,45,101.31,11,25,Mostly Cloudy
4/8/2012 0:00,5.8,45,101.24,9,25,Cloudy
4/8/2012 1:00,4.8,50,101.18,7,25,Cloudy
4/8/2012 2:00,4.2,53,101.11,4,25,Cloudy
4/8/2012 3:00,3.7,58,101.06,4,25,Cloudy
4/8/2012 4:00,3.7,55,101,4,25,Cloudy
4/8/2012 5:00,4,54,100.95,7,25,Cloudy
4/8/2012 6:00,4.8,52,100.91,7,48.3,Mostly Cloudy
4/8/2012 7:00,5.7,49,100.87,11,48.3,Mostly Cloudy
4/8/2012 8:00,6.6,47,100.81,13,48.3,Mostly Cloudy
4/8/2012 9:00,7.4,45,100.73,19,48.3,Mostly Cloudy
4/8/2012 10:00,7.3,42,100.61,22,48.3,Mostly Cloudy
4/8/2012 11:00,9.4,40,100.46,15,48.3,Mostly Cloudy
4/8/2012 12:00,10.4,37,100.25,17,48.3,Mostly Cloudy
4/8/2012 13:00,11.7,33,100.11,20,48.3,Mostly Cloudy
4/8/2012 14:00,12.1,33,99.97,20,48.3,Mostly Cloudy
4/8/2012 15:00,12.3,32,99.86,22,48.3,Mostly Cloudy
4/8/2012 16:00,12.4,31,99.8,22,48.3,Cloudy
4/8/2012 17:00,12.3,31,99.75,7,48.3,Mostly Cloudy
4/8/2012 18:00,11.9,31,99.69,19,25,Mostly Cloudy
4/8/2012 19:00,11.5,31,99.64,17,48.3,Mostly Cloudy
4/8/2012 20:00,10.9,35,99.59,15,25,Mostly Cloudy
4/8/2012 21:00,10.4,36,99.5,17,25,Mostly Cloudy
4/8/2012 22:00,10.2,37,99.42,19,25,Mostly Cloudy
4/8/2012 23:00,8.5,44,99.38,7,25,Cloudy
4/9/2012 0:00,7.5,46,99.31,4,25,Mostly Cloudy
4/9/2012 1:00,4.8,60,99.24,9,25,Cloudy
4/9/2012 2:00,5.4,62,99.19,9,25,Cloudy
4/9/2012 3:00,5.5,62,99.14,0,25,Cloudy
4/9/2012 4:00,5.7,62,99.12,11,25,Cloudy
4/9/2012 5:00,5.9,59,99.09,7,25,Cloudy
4/9/2012 6:00,6.1,65,99.1,13,24.1,Rain
4/9/2012 7:00,6.3,71,99.11,13,24.1,Rain
4/9/2012 8:00,6.6,81,99.05,20,24.1,Rain
4/9/2012 9:00,7.4,67,99.05,19,24.1,Rain
4/9/2012 10:00,7,72,99.07,28,24.1,Rain
4/9/2012 11:00,7.4,73,99.1,24,24.1,Rain
4/9/2012 12:00,7.9,77,99.07,17,24.1,Rain
4/9/2012 13:00,8.8,65,99.08,17,24.1,Rain
4/9/2012 14:00,9,58,99.11,19,24.1,Rain
4/9/2012 15:00,8.6,58,99.14,22,24.1,Cloudy
4/9/2012 16:00,8.7,55,99.19,17,24.1,Cloudy
4/9/2012 17:00,8.3,60,99.24,22,24.1,Cloudy
4/9/2012 18:00,6.2,76,99.31,30,24.1,Rain Showers
4/9/2012 19:00,6.4,72,99.34,28,25,Cloudy
4/9/2012 20:00,5.7,74,99.4,19,25,Mostly Cloudy
4/9/2012 21:00,5.8,73,99.43,22,25,Cloudy
4/9/2012 22:00,5.4,75,99.42,19,25,Cloudy
4/9/2012 23:00,5.3,73,99.42,20,25,Mostly Cloudy
4/10/2012 0:00,5.1,79,99.43,19,25,Cloudy
4/10/2012 1:00,4.9,83,99.41,20,25,Cloudy
4/10/2012 2:00,4.6,82,99.4,19,25,Mostly Cloudy
4/10/2012 3:00,4.3,83,99.37,17,25,Mostly Cloudy
4/10/2012 4:00,4,84,99.39,13,25,Mostly Cloudy
4/10/2012 5:00,4,84,99.39,9,24.1,Cloudy
4/10/2012 6:00,4.3,83,99.45,9,24.1,Mostly Cloudy
4/10/2012 7:00,5,78,99.48,9,24.1,Cloudy
4/10/2012 8:00,5.3,76,99.51,17,24.1,Rain Showers
4/10/2012 9:00,5.7,76,99.53,15,24.1,Mostly Cloudy
4/10/2012 10:00,6.9,66,99.56,20,24.1,Mostly Cloudy
4/10/2012 11:00,6.9,74,99.58,15,24.1,Rain Showers
4/10/2012 12:00,8,59,99.58,19,24.1,Cloudy
4/10/2012 13:00,8.8,58,99.6,22,24.1,Mostly Cloudy
4/10/2012 14:00,7.6,70,99.63,33,16.1,Rain Showers
4/10/2012 15:00,6.2,81,99.71,19,24.1,Rain Showers
4/10/2012 16:00,6.7,77,99.77,20,24.1,Mostly Cloudy
4/10/2012 17:00,6.8,73,99.83,19,24.1,Mostly Cloudy
4/10/2012 18:00,6,78,99.91,24,24.1,Mostly Cloudy
4/10/2012 19:00,5.8,78,100.01,19,25,Mostly Cloudy
4/10/2012 20:00,5.2,79,100.12,20,25,Mostly Cloudy
4/10/2012 21:00,5.1,82,100.15,22,25,Mostly Cloudy
4/10/2012 22:00,4.4,84,100.16,11,25,Mostly Cloudy
4/10/2012 23:00,4.7,85,100.21,15,25,Mostly Cloudy
4/11/2012 0:00,4.3,84,100.24,17,25,Mostly Cloudy
4/11/2012 1:00,4,85,100.26,9,25,Mostly Cloudy
4/11/2012 2:00,3.2,88,100.26,11,25,Mostly Cloudy
4/11/2012 3:00,3,89,100.3,0,25,Mostly Cloudy
4/11/2012 4:00,1.6,90,100.34,0,25,Mainly Clear
4/11/2012 5:00,0.7,90,100.4,6,24.1,Mostly Cloudy
4/11/2012 6:00,2.4,89,100.5,6,24.1,Mostly Cloudy
4/11/2012 7:00,3.2,87,100.58,4,24.1,Cloudy
4/11/2012 8:00,4.6,81,100.65,4,24.1,Cloudy
4/11/2012 9:00,6.1,72,100.72,0,24.1,Cloudy
4/11/2012 10:00,6.7,73,100.76,4,24.1,Mostly Cloudy
4/11/2012 11:00,6.7,72,100.78,11,24.1,Cloudy
4/11/2012 12:00,8.8,65,100.76,9,24.1,Mainly Clear
4/11/2012 13:00,11,53,100.74,4,24.1,Mostly Cloudy
4/11/2012 14:00,8.4,57,100.79,32,24.1,Rain Showers
4/11/2012 15:00,7.5,74,100.79,7,24.1,Mostly Cloudy
4/11/2012 16:00,9.5,57,100.82,20,24.1,Mostly Cloudy
4/11/2012 17:00,9.3,57,100.91,33,24.1,Rain Showers
4/11/2012 18:00,8.4,55,100.92,17,24.1,Mainly Clear
4/11/2012 19:00,6.4,62,101,11,24.1,Mainly Clear
4/11/2012 20:00,7.4,63,101.07,13,25,Mostly Cloudy
4/11/2012 21:00,6.9,66,101.08,7,25,Mostly Cloudy
4/11/2012 22:00,3.3,74,101.09,11,25,Mostly Cloudy
4/11/2012 23:00,6.6,61,101.11,13,25,Mostly Cloudy
4/12/2012 0:00,5.5,61,101.14,13,25,Mainly Clear
4/12/2012 1:00,5.8,56,101.15,15,25,Mostly Cloudy
4/12/2012 2:00,4.8,59,101.18,17,25,Mainly Clear
4/12/2012 3:00,4.3,60,101.21,13,25,Mostly Cloudy
4/12/2012 4:00,3.1,64,101.24,13,25,Mainly Clear
4/12/2012 5:00,3.8,62,101.3,15,24.1,Mostly Cloudy
4/12/2012 6:00,3.5,63,101.36,13,48.3,Mainly Clear
4/12/2012 7:00,4,63,101.43,6,48.3,Mainly Clear
4/12/2012 8:00,6.5,54,101.46,13,48.3,Mostly Cloudy
4/12/2012 9:00,7.7,51,101.5,13,48.3,Mostly Cloudy
4/12/2012 10:00,8.7,49,101.51,9,48.3,Mostly Cloudy
4/12/2012 11:00,9.8,46,101.46,9,48.3,Mostly Cloudy
4/12/2012 12:00,10.4,43,101.42,4,48.3,Mostly Cloudy
4/12/2012 13:00,10,46,101.4,15,48.3,Mostly Cloudy
4/12/2012 14:00,10.3,45,101.38,13,48.3,Mostly Cloudy
4/12/2012 15:00,11.3,41,101.33,15,48.3,Mostly Cloudy
4/12/2012 16:00,12.4,37,101.32,15,48.3,Mostly Cloudy
4/12/2012 17:00,11.4,41,101.32,11,48.3,Mainly Clear
4/12/2012 18:00,11.3,39,101.33,17,48.3,Mainly Clear
4/12/2012 19:00,9.9,44,101.34,11,48.3,Mainly Clear
4/12/2012 20:00,9.1,49,101.38,7,25,Mainly Clear
4/12/2012 21:00,6.6,59,101.39,0,25,Mainly Clear
4/12/2012 22:00,6.7,60,101.44,4,25,Clear
4/12/2012 23:00,5.9,56,101.47,11,25,Clear
4/13/2012 0:00,4.6,54,101.49,11,25,Clear
4/13/2012 1:00,4,51,101.48,11,25,Clear
4/13/2012 2:00,2,58,101.5,6,25,Clear
4/13/2012 3:00,1.5,61,101.52,9,25,Clear
4/13/2012 4:00,1.2,66,101.56,6,25,Clear
4/13/2012 5:00,1.3,67,101.6,6,48.3,Clear
4/13/2012 6:00,1.8,68,101.67,6,48.3,Clear
4/13/2012 7:00,4.1,64,101.75,7,48.3,Mainly Clear
4/13/2012 8:00,6.1,58,101.77,7,48.3,Mainly Clear
4/13/2012 9:00,8,54,101.73,13,48.3,Mainly Clear
4/13/2012 10:00,9.8,44,101.69,17,48.3,Mainly Clear
4/13/2012 11:00,12.2,40,101.6,19,48.3,Mainly Clear
4/13/2012 12:00,13.5,32,101.52,24,48.3,Mainly Clear
4/13/2012 13:00,14.7,23,101.48,24,48.3,Mainly Clear
4/13/2012 14:00,15,24,101.36,22,48.3,Mainly Clear
4/13/2012 15:00,15.9,24,101.27,32,48.3,Mainly Clear
4/13/2012 16:00,16.1,23,101.22,30,48.3,Mostly Cloudy
4/13/2012 17:00,15,26,101.22,28,48.3,Cloudy
4/13/2012 18:00,14.3,26,101.24,22,48.3,Cloudy
4/13/2012 19:00,13.6,24,101.25,19,48.3,Mostly Cloudy
4/13/2012 20:00,12.2,28,101.31,15,25,Mostly Cloudy
4/13/2012 21:00,11.7,30,101.32,19,25,Mainly Clear
4/13/2012 22:00,10.3,44,101.36,20,25,Mainly Clear
4/13/2012 23:00,9.1,48,101.37,20,25,Mainly Clear
4/14/2012 0:00,7.9,51,101.35,22,25,Clear
4/14/2012 1:00,7.5,52,101.35,11,25,Clear
4/14/2012 2:00,6.8,54,101.34,17,25,Clear
4/14/2012 3:00,5.4,63,101.36,19,25,Mainly Clear
4/14/2012 4:00,5.7,64,101.35,11,25,Mainly Clear
4/14/2012 5:00,6.2,64,101.36,17,25,Mostly Cloudy
4/14/2012 6:00,6.7,58,101.42,19,24.1,Mostly Cloudy
4/14/2012 7:00,7.5,54,101.49,20,48.3,Mostly Cloudy
4/14/2012 8:00,9.2,51,101.46,19,48.3,Mostly Cloudy
4/14/2012 9:00,10.8,46,101.45,20,48.3,Mostly Cloudy
4/14/2012 10:00,12.8,41,101.38,26,48.3,Cloudy
4/14/2012 11:00,13.8,37,101.28,24,48.3,Cloudy
4/14/2012 12:00,15.3,34,101.21,24,48.3,Cloudy
4/14/2012 13:00,14.8,34,101.2,26,48.3,Cloudy
4/14/2012 14:00,14.7,35,101.08,17,48.3,Cloudy
4/14/2012 15:00,15.6,28,101.02,20,48.3,Cloudy
4/14/2012 16:00,15.9,26,100.98,19,48.3,Cloudy
4/14/2012 17:00,15.4,28,101,24,48.3,Mostly Cloudy
4/14/2012 18:00,14.5,30,100.95,13,48.3,Mostly Cloudy
4/14/2012 19:00,11.9,42,100.91,7,48.3,Mostly Cloudy
4/14/2012 20:00,12.8,39,100.9,7,25,Mostly Cloudy
4/14/2012 21:00,12,44,100.86,7,25,Mostly Cloudy
4/14/2012 22:00,11,47,100.82,9,25,Mostly Cloudy
4/14/2012 23:00,11.6,46,100.76,9,25,Mostly Cloudy
4/15/2012 0:00,12.9,41,100.77,9,25,Mostly Cloudy
4/15/2012 1:00,13.1,42,100.74,13,25,Mostly Cloudy
4/15/2012 2:00,12.4,48,100.7,15,25,Mostly Cloudy
4/15/2012 3:00,11.3,54,100.7,15,25,Clear
4/15/2012 4:00,10.9,64,100.72,15,25,Clear
4/15/2012 5:00,9.9,69,100.72,6,25,Clear
4/15/2012 6:00,10.6,70,100.74,13,24.1,Mainly Clear
4/15/2012 7:00,11.7,69,100.81,9,24.1,Cloudy
4/15/2012 8:00,13.5,69,100.84,11,24.1,Cloudy
4/15/2012 9:00,14.1,71,100.79,26,24.1,Cloudy
4/15/2012 10:00,15.5,67,100.72,32,24.1,Cloudy
4/15/2012 11:00,17.3,61,100.68,28,24.1,Mainly Clear
4/15/2012 12:00,18.4,58,100.65,28,48.3,Mainly Clear
4/15/2012 13:00,19.8,54,100.68,32,48.3,Mostly Cloudy
4/15/2012 14:00,19.4,55,100.68,26,24.1,Mostly Cloudy
4/15/2012 15:00,18.1,62,100.65,24,48.3,Mostly Cloudy
4/15/2012 16:00,17.5,65,100.69,22,48.3,Cloudy
4/15/2012 17:00,17,68,100.73,20,24.1,Cloudy
4/15/2012 18:00,16.6,70,100.77,20,24.1,Cloudy
4/15/2012 19:00,16.3,73,100.78,17,24.1,Cloudy
4/15/2012 20:00,15.5,75,100.8,11,25,Cloudy
4/15/2012 21:00,14.6,76,100.83,6,25,Mostly Cloudy
4/15/2012 22:00,14.8,76,100.82,6,25,Cloudy
4/15/2012 23:00,14.9,78,100.74,13,25,Cloudy
4/16/2012 0:00,15.7,77,100.77,17,25,Cloudy
4/16/2012 1:00,14.6,89,100.7,9,8,Rain Showers
4/16/2012 2:00,14.9,90,100.66,4,9.7,Rain Showers
4/16/2012 3:00,14.4,90,100.66,9,25,Cloudy
4/16/2012 4:00,15.2,84,100.66,11,25,Cloudy
4/16/2012 5:00,15.3,82,100.64,13,25,Cloudy
4/16/2012 6:00,15.7,79,100.61,15,24.1,Cloudy
4/16/2012 7:00,17,76,100.55,17,24.1,Cloudy
4/16/2012 8:00,19.3,69,100.52,17,24.1,Mostly Cloudy
4/16/2012 9:00,22.2,58,100.52,15,24.1,Mostly Cloudy
4/16/2012 10:00,24.9,47,100.44,22,24.1,Cloudy
4/16/2012 11:00,24.1,47,100.44,22,24.1,Cloudy
4/16/2012 12:00,24.8,44,100.39,30,24.1,Cloudy
4/16/2012 13:00,25.4,44,100.36,22,24.1,Cloudy
4/16/2012 14:00,26.6,41,100.26,24,24.1,Cloudy
4/16/2012 15:00,27.4,37,100.12,28,24.1,Mostly Cloudy
4/16/2012 16:00,27.8,37,100.06,26,48.3,Mostly Cloudy
4/16/2012 17:00,27.3,37,100.03,26,48.3,Mainly Clear
4/16/2012 18:00,26.7,38,99.99,11,48.3,Mostly Cloudy
4/16/2012 19:00,26.4,40,100.1,20,16.1,Rain Showers
4/16/2012 20:00,20.5,73,100.22,4,25,Mostly Cloudy
4/16/2012 21:00,19.3,80,100.26,13,25,Mostly Cloudy
4/16/2012 22:00,19.4,74,100.25,24,25,Rain Showers
4/16/2012 23:00,19.5,71,100.31,30,25,Mostly Cloudy
4/17/2012 0:00,19,62,100.34,28,25,Mainly Clear
4/17/2012 1:00,18.9,55,100.42,35,25,Mainly Clear
4/17/2012 2:00,17.4,43,100.51,30,25,Mainly Clear
4/17/2012 3:00,15.4,55,100.61,37,25,Mainly Clear
4/17/2012 4:00,14.5,57,100.8,37,25,Mainly Clear
4/17/2012 5:00,13.5,60,100.99,33,48.3,Mostly Cloudy
4/17/2012 6:00,11.9,52,101.19,37,48.3,Mainly Clear
4/17/2012 7:00,10.9,54,101.32,48,48.3,Mainly Clear
4/17/2012 8:00,10.2,51,101.42,43,48.3,Mainly Clear
4/17/2012 9:00,10.2,45,101.5,44,48.3,Mainly Clear
4/17/2012 10:00,10.9,43,101.51,41,48.3,Mainly Clear
4/17/2012 11:00,11.5,42,101.57,30,48.3,Mostly Cloudy
4/17/2012 12:00,12,41,101.58,37,48.3,Mostly Cloudy
4/17/2012 13:00,12.2,42,101.61,32,48.3,Mainly Clear
4/17/2012 14:00,12.6,41,101.64,35,48.3,Mostly Cloudy
4/17/2012 15:00,12.7,40,101.63,30,48.3,Mainly Clear
4/17/2012 16:00,11.6,41,101.69,32,48.3,Mainly Clear
4/17/2012 17:00,11.1,41,101.72,24,48.3,Mostly Cloudy
4/17/2012 18:00,9.5,42,101.79,24,48.3,Mostly Cloudy
4/17/2012 19:00,8.5,41,101.89,28,24.1,Mostly Cloudy
4/17/2012 20:00,7.4,41,102.04,19,25,Mostly Cloudy
4/17/2012 21:00,6.1,43,102.12,17,25,Mostly Cloudy
4/17/2012 22:00,5.4,46,102.17,11,25,Mostly Cloudy
4/17/2012 23:00,3.9,53,102.17,17,25,Mostly Cloudy
4/18/2012 0:00,2.9,56,102.2,13,25,Clear
4/18/2012 1:00,2.4,55,102.18,15,25,Clear
4/18/2012 2:00,0.9,58,102.22,15,25,Clear
4/18/2012 3:00,1.1,55,102.25,11,25,Clear
4/18/2012 4:00,0.4,58,102.29,9,25,Clear
4/18/2012 5:00,-1,64,102.34,11,48.3,Clear
4/18/2012 6:00,0.9,59,102.41,9,48.3,Clear
4/18/2012 7:00,2.5,53,102.44,13,48.3,Clear
4/18/2012 8:00,3.3,51,102.43,11,48.3,Clear
4/18/2012 9:00,4.5,47,102.41,9,48.3,Clear
4/18/2012 10:00,5.3,47,102.36,9,48.3,Clear
4/18/2012 11:00,6.9,48,102.24,6,48.3,Clear
4/18/2012 12:00,7.3,43,102.13,11,48.3,Mainly Clear
4/18/2012 13:00,8.6,43,102.05,15,48.3,Mainly Clear
4/18/2012 14:00,9.3,41,101.97,7,48.3,Mainly Clear
4/18/2012 15:00,10.4,38,101.86,11,48.3,Mainly Clear
4/18/2012 16:00,10.3,37,101.8,9,48.3,Mainly Clear
4/18/2012 17:00,10.2,36,101.75,13,48.3,Mainly Clear
4/18/2012 18:00,10,33,101.7,7,48.3,Mainly Clear
4/18/2012 19:00,8.4,42,101.66,9,48.3,Mainly Clear
4/18/2012 20:00,7.6,44,101.62,7,25,Mainly Clear
4/18/2012 21:00,7.9,42,101.56,4,25,Mostly Cloudy
4/18/2012 22:00,8.4,41,101.53,0,25,Mostly Cloudy
4/18/2012 23:00,6.8,51,101.5,6,25,Mainly Clear
4/19/2012 0:00,6.5,52,101.44,4,25,Mainly Clear
4/19/2012 1:00,5.5,55,101.42,6,25,Clear
4/19/2012 2:00,3.3,64,101.33,7,25,Clear
4/19/2012 3:00,4.4,57,101.28,4,25,Mainly Clear
4/19/2012 4:00,3.4,62,101.27,0,25,Mainly Clear
4/19/2012 5:00,3.4,63,101.25,4,24.1,Mainly Clear
4/19/2012 6:00,4.7,67,101.28,4,48.3,Mostly Cloudy
4/19/2012 7:00,7.1,59,101.24,4,48.3,Mostly Cloudy
4/19/2012 8:00,8.6,50,101.18,7,48.3,Mostly Cloudy
4/19/2012 9:00,11.8,43,101.14,7,48.3,Mainly Clear
4/19/2012 10:00,14,37,101.05,13,48.3,Mainly Clear
4/19/2012 11:00,15.8,35,101.02,19,48.3,Mostly Cloudy
4/19/2012 12:00,16.6,35,100.95,15,48.3,Mostly Cloudy
4/19/2012 13:00,18.4,33,100.88,20,48.3,Mostly Cloudy
4/19/2012 14:00,19.3,33,100.78,17,48.3,Mostly Cloudy
4/19/2012 15:00,20.2,34,100.69,28,48.3,Mostly Cloudy
4/19/2012 16:00,20.7,33,100.65,26,48.3,Mostly Cloudy
4/19/2012 17:00,20,36,100.62,24,48.3,Mainly Clear
4/19/2012 18:00,18.7,39,100.63,22,48.3,Mainly Clear
4/19/2012 19:00,18,40,100.69,15,48.3,Mainly Clear
4/19/2012 20:00,16.6,45,100.73,17,25,Mainly Clear
4/19/2012 21:00,16.1,46,100.72,11,25,Clear
4/19/2012 22:00,13.9,54,100.73,13,25,Mainly Clear
4/19/2012 23:00,12.6,58,100.78,9,25,Mainly Clear
4/20/2012 0:00,12.5,50,100.88,19,25,Mainly Clear
4/20/2012 1:00,10.9,53,100.91,19,25,Clear
4/20/2012 2:00,9.9,55,100.94,20,25,Mainly Clear
4/20/2012 3:00,9.1,59,101,15,25,Mainly Clear
4/20/2012 4:00,8.8,58,101.02,19,25,Mainly Clear
4/20/2012 5:00,8.7,52,101.04,22,25,Mostly Cloudy
4/20/2012 6:00,7.8,56,101.11,28,24.1,Mostly Cloudy
4/20/2012 7:00,6.9,63,101.17,22,24.1,Rain Showers
4/20/2012 8:00,6.1,72,101.12,26,24.1,Cloudy
4/20/2012 9:00,6.3,71,101.13,19,48.3,Cloudy
4/20/2012 10:00,6.6,70,101.07,24,24.1,Rain
4/20/2012 11:00,6.9,66,101.06,20,24.1,Cloudy
4/20/2012 12:00,7.2,68,100.98,26,24.1,Rain Showers
4/20/2012 13:00,7.5,68,100.91,24,24.1,Rain Showers
4/20/2012 14:00,9.6,64,100.8,24,24.1,Cloudy
4/20/2012 15:00,9.5,64,100.7,24,24.1,Cloudy
4/20/2012 16:00,8.4,68,100.67,33,24.1,Cloudy
4/20/2012 17:00,7.8,70,100.59,26,24.1,Cloudy
4/20/2012 18:00,7.4,73,100.54,28,24.1,Cloudy
4/20/2012 19:00,7,77,100.5,26,24.1,Cloudy
4/20/2012 20:00,6.9,79,100.46,24,25,Cloudy
4/20/2012 21:00,6.6,81,100.35,17,25,Cloudy
4/20/2012 22:00,6.5,81,100.32,17,25,Cloudy
4/20/2012 23:00,6.6,81,100.27,20,25,Cloudy
